Ejemplar;Objetivo;Resultado;Margen Mejora (%);Tiempo ejecución; Método Ordenación;    Método Colocación; Optimización Local; Número Mejoras; Timeout
ejemplar_calibrado_36.txt;1489150,4385;108935,28770000025;92,68473588137077;258,00130891799927;WORKING_COST_AVERAGE_INV;SPOT_INV;True;60;True;
ejemplar_calibrado_37.txt;301481,71009999997;54675,904700000036;81,8642714074216;258,0062720775604;WORKING_COST_AVERAGE_INV;SPOT_INV;True;27;True;
ejemplar_calibrado_38.txt;774745,5486;93199,36979999991;87,97032522891996;258,00282621383667;WORKING_COST_AVERAGE;SPOT_INV;True;60;True;
ejemplar_calibrado_39.txt;440352,7384000002;68896,26360000012;84,35430108818414;258,00562500953674;WORKING_COST_SUM_INV;SPOT_INV;True;22;True;
ejemplar_calibrado_40.txt;496278,38119999954;68906,40729999993;86,1153719544695;258,01256561279297;WORKING_COST_SUM;SPOT_INV;True;16;True;
ejemplar_calibrado_41.txt;1257699,224599999;100053,11790000013;92,04474997336337;258,0123755931854;WORKING_COST_AVERAGE_INV;SPOT_INV;True;25;True;
ejemplar_calibrado_42.txt;814145,7167999997;97357,94870000001;88,04170473528185;258,00652742385864;NUM_OPERATIONS;SPOT_INV;True;6;True;
ejemplar_calibrado_43.txt;1042440,2289999991;107302,76889999995;89,70657828478721;258,0015344619751;RUPTURE_COST_INV;SPOT_INV;True;64;True;
ejemplar_calibrado_44.txt;564481,5432000005;78482,98460000003;86,09644805123541;258,0211272239685;RUPTURE_COST;SPOT_INV;True;28;True;
ejemplar_calibrado_45.txt;465924,96539999975;73591,22060000004;84,20534934486254;258,004168510437;RUPTURE_COST_INV;SPOT_INV;True;9;True;
ejemplar_calibrado_46.txt;402744,78179999994;63475,534499999965;84,23926581585819;258,00532627105713;NUM_OPERATIONS_INV;SPOT_INV;True;27;True;
ejemplar_calibrado_47.txt;752054,3569999991;85914,02449999994;88,57608845686137;258,0022728443146;WORKING_COST_AVERAGE;SPOT_INV;True;30;True;
ejemplar_calibrado_48.txt;778670,2499999993;83769,31710000006;89,24200364660135;258,0084602832794;WORKING_COST_AVERAGE;SPOT_INV;True;20;True;
ejemplar_calibrado_49.txt;1195495,5862999978;85822,05469999998;92,82121526139505;258,0010905265808;WORKING_COST_SUM_INV;SPOT_INV;True;34;True;
ejemplar_calibrado_50.txt;903827,1170999992;96129,34769999997;89,36418858415772;258,01028418540955;WORKING_COST_SUM;SPOT_INV;True;23;True;
ejemplar_calibrado_51.txt;260667,9042000001;45188,4775;82,66434924595524;258,0052099227905;TOTAL_PIECE_DURATION;SPOT_INV;True;8;True;
ejemplar_calibrado_52.txt;946887,1644000008;90713,86459999987;90,41978094005731;258,0097997188568;WORKING_COST_RMS_INV;SPOT_INV;True;42;True;
ejemplar_calibrado_53.txt;977483,5020999999;86995,84749999993;91,10001884296764;258,005056142807;WORKING_COST_AVERAGE_INV;SPOT_INV;True;28;True;
ejemplar_calibrado_54.txt;802659,8609999995;85988,88569999996;89,287008124105;258,00912499427795;WORKING_COST_SUM_INV;SPOT_INV;True;36;True;
ejemplar_calibrado_55.txt;538588,8317000022;55021,02870000001;89,78422398282349;258,002489566803;WORKING_COST_AVERAGE;SPOT_INV;True;22;True;
ejemplar_calibrado_56.txt;873168,479600001;91431,4570999998;89,52877259817205;258,00612592697144;WORKING_COST_SUM_INV;SPOT_INV;True;19;True;
ejemplar_calibrado_57.txt;873468,6657999996;91359,7435;89,54058146821733;258,01196002960205;RUPTURE_COST_INV;SPOT_INV;True;6;True;
ejemplar_calibrado_58.txt;469989,3454000005;72471,24170000006;84,5802373161628;258,00870990753174;TOTAL_PIECE_DURATION;SPOT_INV;True;16;True;
ejemplar_calibrado_59.txt;832316,7017999989;98363,01590000016;88,18202065544563;258,0038688182831;TOTAL_PIECE_DURATION;SPOT_INV;True;37;True;
ejemplar_calibrado_60.txt;434683,86100000044;57024,99230000002;86,88127224948893;258,0094337463379;NUM_OPERATIONS;SPOT_INV;True;14;True;
ejemplar_calibrado_61.txt;586310,1735999997;62975,26130000003;89,25905363140367;258,02093839645386;NUM_OPERATIONS;SPOT_INV;True;20;True;
ejemplar_calibrado_62.txt;588349,4559000001;73760,9674;87,46306864732838;258,008944272995;RUPTURE_COST;SPOT_INV;True;8;True;
ejemplar_calibrado_63.txt;1015455,1965999993;108774,54860000005;89,28809966562731;258,01910877227783;WORKING_COST_AVERAGE;SPOT_INV;True;48;True;
ejemplar_calibrado_64.txt;849291,3007999999;82118,8535;90,33089666376576;258,01956129074097;RUPTURE_COST;SPOT_INV;True;12;True;
ejemplar_calibrado_65.txt;1117646,9849000007;91039,0734000001;91,85439815702222;258,0037307739258;WORKING_COST_RMS_INV;SPOT_INV;True;60;True;
ejemplar_calibrado_66.txt;922863,5169999973;101350,87760000014;89,01778261541133;258,0027234554291;NUM_OPERATIONS;SPOT_INV;True;16;True;
ejemplar_calibrado_67.txt;596156,2891999994;88837,41890000006;85,09830047767947;258,0138921737671;WORKING_COST_SUM;SPOT_INV;True;6;True;
ejemplar_calibrado_68.txt;511371,5915000003;67074,56950000003;86,88339934894486;258,0107946395874;RUPTURE_COST_INV;SPOT_INV;True;20;True;
ejemplar_calibrado_69.txt;801600,3429000002;93095,66609999997;88,38627416709906;258,00242042541504;TOTAL_PIECE_DURATION;SPOT_INV;True;28;True;
ejemplar_calibrado_70.txt;506388,0928000003;73639,12090000004;85,45796752589045;258,01538944244385;NUM_OPERATIONS;SPOT_INV;True;16;True;
ejemplar_calibrado_71.txt;327594,35619999963;52482,63020000004;83,97938511249599;258,00208020210266;WORKING_COST_AVERAGE;SPOT_INV;True;50;True;
ejemplar_calibrado_72.txt;727903,4240000005;86388,83709999989;88,13182707325747;258,0010859966278;NUM_OPERATIONS_INV;SPOT_INV;True;56;True;
ejemplar_calibrado_73.txt;607271,0841999996;67284,34939999995;88,92021188714455;258,0097587108612;TOTAL_PIECE_DURATION;SPOT_INV;True;15;True;
ejemplar_calibrado_74.txt;692069,5299999987;73780,12900000007;89,33920281102388;258,0097532272339;WORKING_COST_RMS;SPOT_INV;True;16;True;
ejemplar_calibrado_75.txt;978561,3501999992;97187,43380000234;90,06833513502868;258,0115427970886;NUM_OPERATIONS;SPOT_INV;True;44;True;
ejemplar_calibrado_76.txt;718001,1758000011;77406,84249999998;89,21912037069399;258,00502824783325;RUPTURE_COST_INV;SPOT_INV;True;16;True;
ejemplar_calibrado_77.txt;1078202,9379999994;99186,7492999998;90,80073464797034;258,0025722980499;RUPTURE_COST_INV;SPOT_INV;True;48;True;
ejemplar_calibrado_78.txt;705143,7953000005;63970,73070000007;90,92798786199572;258,003778219223;WORKING_COST_RMS_INV;SPOT_INV;True;26;True;
ejemplar_calibrado_79.txt;384483,738399999;53961,19579999994;85,96528528760267;258,0031611919403;RUPTURE_COST;SPOT_INV;True;8;True;
ejemplar_calibrado_80.txt;946581,4295999988;87734,24390000204;90,73146364839671;258,0074439048767;WORKING_COST_SUM_INV;SPOT_INV;True;61;True;
ejemplar_calibrado_81.txt;594280,4174000004;72167,59470000016;87,85630611627148;258,003799200058;WORKING_COST_AVERAGE;SPOT_INV;True;15;True;
ejemplar_calibrado_82.txt;556017,9421000003;67219,70919999994;87,91051437187069;258,0059344768524;NUM_OPERATIONS_INV;SPOT_INV;True;42;True;
ejemplar_calibrado_83.txt;605577,4525999996;68467,25829999997;88,69388911260795;258,00988245010376;RUPTURE_COST;SPOT_INV;True;15;True;
ejemplar_calibrado_84.txt;315766,06760000007;59558,62579999999;81,138370486519;258,0001060962677;NUM_OPERATIONS_INV;SPOT_INV;True;41;True;
ejemplar_calibrado_85.txt;349019,64799999975;54304,47619999997;84,44085411489498;258,0094327926636;RUPTURE_COST_INV;SPOT_INV;True;33;True;
ejemplar_calibrado_86.txt;1242736,1511999944;105446,20510000133;91,5149965663925;258,02182269096375;WORKING_COST_SUM_INV;SPOT_INV;True;35;True;
ejemplar_calibrado_87.txt;399972,44769999944;50785,77349999994;87,30268202421483;258,0030210018158;WORKING_COST_AVERAGE;SPOT_INV;True;28;True;
ejemplar_calibrado_88.txt;785345,4278000004;94240,89290000004;88,00007110705432;258,00877833366394;WORKING_COST_AVERAGE;SPOT_INV;True;28;True;
ejemplar_calibrado_89.txt;555008,5341999996;55640,47060000002;89,97484413817145;258,00395584106445;NUM_OPERATIONS;SPOT_INV;True;19;True;
ejemplar_calibrado_90.txt;516886,9258000006;60833,69130000006;88,23075449125628;258,0013246536255;WORKING_COST_SUM_INV;SPOT_INV;True;9;True;
ejemplar_calibrado_91.txt;1070304,8058000004;101695,68029999993;90,49843747791198;258,0082929134369;NUM_OPERATIONS_INV;SPOT_INV;True;49;True;
ejemplar_calibrado_92.txt;361638,6729000002;58021,75050000001;83,95587782835268;258,00136137008667;TOTAL_PIECE_DURATION_INV;SPOT_INV;True;31;True;
ejemplar_calibrado_93.txt;1393647,100400001;116389,9927999999;91,64853191553343;258,005975484848;TOTAL_PIECE_DURATION_INV;SPOT_INV;True;58;True;
ejemplar_calibrado_94.txt;1234482,5337999982;104120,36610000016;91,56566713183898;258,0020954608917;WORKING_COST_SUM_INV;SPOT_INV;True;73;True;
ejemplar_calibrado_95.txt;544726,5134999998;76597,13300000007;85,93842394271486;258,0067608356476;WORKING_COST_RMS;SPOT_INV;True;16;True;
ejemplar_calibrado_96.txt;512795,69239999994;64773,70150000003;87,368516845989;258,00124073028564;RUPTURE_COST_INV;SPOT_INV;True;39;True;
ejemplar_calibrado_97.txt;683834,0135999996;89293,65210000004;86,94220376229613;258,00555205345154;RUPTURE_COST;SPOT_INV;True;15;True;
ejemplar_calibrado_98.txt;1184346,1499;91815,71100000004;92,24756115365828;258,0079164505005;WORKING_COST_SUM;SPOT_INV;True;17;True;
ejemplar_calibrado_99.txt;383061,71629999985;55939,840699999986;85,39665063887773;258,0055024623871;RUPTURE_COST_INV;SPOT_INV;True;52;True;
ejemplar_calibrado_100.txt;364195,2275;55777,33619999998;84,68477014845013;258,0025703907013;RUPTURE_COST;SPOT_INV;True;20;True;
