Ejemplar;Objetivo;Resultado;Margen Mejora (%);Tiempo ejecución; Método Ordenación;    Método Colocación; Optimización Local; Número Mejoras; Timeout
ejemplar_calibrado_1.txt;1046616,5362999989;83405,7193999999;92,0309190131033;5,010919809341431;RANDOM;SPOT_INV;False;10;True;
